area_name,path,us_state,url,lnglat
S: Cliffline Problems,*The Holy Boulders|S: Cliffline Problems,Illinois,https://www.mountainproject.com/area/120240692/cliffline-problems,"[-89.41092, 37.61861]"
R: Jump for Jesus Area,*The Holy Boulders|R: Jump for Jesus Area,Illinois,https://www.mountainproject.com/area/111359223/jump-for-jesus-area,"[-89.41325, 37.61824]"
Q: Illuminati Boulders,*The Holy Boulders|Q: Illuminati Boulders,Illinois,https://www.mountainproject.com/area/108312209/illuminati-boulders,"[-89.41109, 37.61699]"
P: Chernobyl Boulder,*The Holy Boulders|P: Chernobyl Boulder,Illinois,https://www.mountainproject.com/area/112464366/chernobyl-boulder,"[-89.41749, 37.62015]"
O: Bio-Terrorism Boulder,*The Holy Boulders|O: Bio-Terrorism Boulder,Illinois,https://www.mountainproject.com/area/112460442/bio-terrorism-boulder,"[-89.41456, 37.61886]"
N: Star Wars Boulder,*The Holy Boulders|N: Star Wars Boulder,Illinois,https://www.mountainproject.com/area/113743045/star-wars-boulder,"[-89.41299, 37.61689]"
M: Bubble Wrap Area,*The Holy Boulders|M: Bubble Wrap Area,Illinois,https://www.mountainproject.com/area/111911328/bubble-wrap-area,"[-89.41305, 37.61798]"
L: Mollusk Boulder,*The Holy Boulders|L: Mollusk Boulder,Illinois,https://www.mountainproject.com/area/108312132/mollusk-boulder,"[-89.41242, 37.61563]"
K: Brown Cow Area,*The Holy Boulders|K: Brown Cow Area,Illinois,https://www.mountainproject.com/area/108408789/brown-cow-area,"[-89.41119, 37.61524]"
J: Tyler Durden Area,*The Holy Boulders|J: Tyler Durden Area,Illinois,https://www.mountainproject.com/area/108411069/tyler-durden-area,"[-89.41122, 37.61607]"
I: Public Enemy Boulder,*The Holy Boulders|I: Public Enemy Boulder,Illinois,https://www.mountainproject.com/area/108408290/public-enemy-boulder,"[-89.41271, 37.61837]"
H: The Bar Stool,*The Holy Boulders|H: The Bar Stool,Illinois,https://www.mountainproject.com/area/111305231/the-bar-stool,"[-89.41086, 37.61591]"
G: Worms Way,*The Holy Boulders|G: Worms Way,Illinois,https://www.mountainproject.com/area/120242089/worms-way,"[-89.41039, 37.61591]"
